  1410.9022618     -0.8657003      2.5389177
  1410.9036507      0.2896508      2.5395795
  1410.9050396     -2.9919753      2.5371787
  1410.9064285     -3.8037037      2.5358429
  1410.9078174      3.8703424      2.5421897
  1410.9092063     -4.0633168      2.5361742
  1410.9105952      3.9535498      2.5424039
  1410.9119841      0.6530362      2.5405030
  1410.9133730      1.2308212      2.5414878
  1410.9147619     -0.4490797      2.5376754
  1410.9161508     -2.3681017      2.5360925
  1410.9175397     -1.2894676      2.5388403
  1410.9189286      1.1002854      2.5401811
  1410.9203175     -3.1805594      2.5381745
  1410.9217064      1.4281563      2.5403056
  1410.9230953      0.3371250      2.5397168
  1410.9244842      0.3468970      2.5383133
  1410.9258731     -1.8753473      2.5382446
  1410.9272620     -0.9160915      2.5386870
  1410.9286509      3.6123337      2.5401438
  1410.9300398     -0.9345416      2.5384360
  1410.9314287      2.5009563      2.5391758
  1410.9328176      3.3565856      2.5408696
  1410.9342065      4.0000031      2.5402048
  1410.9355954     -1.9411257      2.5373900
  1410.9369843      2.2414891      2.5412154
  1410.9383732     -0.1753191      2.5381893
  1410.9397621     -3.7418633      2.5354512
  1410.9411510     -3.0585558      2.5356908
  1410.9425399     -3.4422143      2.5350633
  1410.9439288      2.8043244      2.5388776
  1410.9453177      0.7725603      2.5369835
  1410.9467066      1.0458833      2.5368918
  1410.9480955     -0.5581755      2.5380643
  1410.9494844     -0.2394931      2.5386468
  1410.9508733      1.2740657      2.5391847
  1410.9522622      0.3280094      2.5386468
  1410.9536511     -2.3409006      2.5358794
  1410.9550400      8.4077374      2.5452517
  1410.9564289     -0.2850713      2.5386844
  1410.9578178      1.8238475      2.5393749
  1410.9605956     -2.2183866      2.5349778
  1410.9619845      1.2863171      2.5362936
  1410.9633734     -0.1924565      2.5376626
  1410.9647623     -2.2638189      2.5362153
  1410.9661512     -0.3935837      2.5314438
  1410.9744846      1.8991790      2.5347798
  1410.9786513      0.5106137      2.5351553
  1410.9800402     -0.7714812      2.5381845
  1410.9814291      1.1398837      2.5376430
  1410.9828180      0.0652605      2.5380748
  1410.9842069     -0.2420455      2.5386702
  1410.9855958      0.6073122      2.5378743
  1410.9869847     -3.3232736      2.5343238
  1410.9883736     -1.0384597      2.5341827
  1410.9897625      1.2658981      2.5383617
  1410.9911514     -1.2850921      2.5359711
  1410.9925403     -1.9164041      2.5357524
