1354.1142923 217056.5937500 51.6618423
1354.1156812 216535.0312500 51.5934181
1354.1184590 216670.5000000 51.5990906
1354.1198479 217475.4843750 51.7140656
1354.1212368 218990.2812500 51.8788910
1354.1226257 221631.6250000 52.1851807
1354.1240146 225273.3437500 52.5949249
1354.1254035 230197.8906250 53.1601830
1354.1267924 236777.7500000 53.8867493
1354.1281813 245970.8906250 54.9001122
1354.1295702 258492.4062500 56.2484550
1354.1309591 273104.6250000 57.7775536
1354.1323480 284982.9375000 59.0029526
1354.1337369 291535.7812500 59.6580009
1354.1351258 293726.9687500 59.8833580
1354.1365147 293024.7812500 59.8112984
1354.1379036 290288.1562500 59.5330582
1354.1392925 286251.4062500 59.1285782
1354.1406814 280975.4687500 58.5935287
1354.1420703 275105.1250000 57.9914894
1354.1434592 268966.2187500 57.3401642
1354.1448481 263120.6250000 56.7456131
1354.1462370 257632.8281250 56.1608353
1354.1476259 252548.4218750 55.6074409
1354.1490148 247874.3125000 55.1141930
1354.1504037 243878.1093750 54.6704788
1354.1517926 240337.7031250 54.2826805
1354.1531815 237245.9843750 53.9445992
1354.1545704 234704.0468750 53.6560211
1354.1559593 232286.6093750 53.3878555
1354.1573482 230197.7343750 53.1506691
1354.1587372 228254.3281250 52.9313431
1354.1601261 226488.6562500 52.7361412
1354.1615150 224940.2343750 52.5566444
1354.1629039 223552.9843750 52.3984642
1354.1642928 222461.4687500 52.2815628
1354.1656817 221351.7031250 52.1493950
1354.1670706 220495.0156250 52.0491867
1354.1684595 219916.1250000 51.9790382
1354.1698484 219487.6718750 51.9386559
1354.1712373 219189.6718750 51.9020576
1354.1726262 219350.0156250 51.9197617
1354.1740151 219844.1250000 51.9737625
1354.1754040 220620.9218750 52.0620804
1354.1767929 221900.2968750 52.2124481
1354.1781818 223568.0781250 52.4020996
1354.1795707 225878.3906250 52.6625595
1354.1809596 228872.7500000 53.0097618
1354.1823485 232600.7500000 53.4155884
1354.1837374 237560.0000000 53.9772377
1354.1851263 243605.8437500 54.6484642
1354.1865152 250483.7968750 55.3947983
1354.1879041 257197.3125000 56.1144371
1354.1892930 262889.3437500 56.7150345
1354.1906819 267061.6250000 57.1594391
1354.1920708 269221.9687500 57.3823929
1354.1934597 269698.1562500 57.4339905
1354.1948486 269212.2500000 57.3799667
1354.1962375 267751.0312500 57.2323990
1354.1976264 265541.2812500 56.9945068
1354.1990153 262702.5312500 56.6970406
1354.2004042 259608.2968750 56.3641396
1354.2017931 256086.5468750 55.9906197
1354.2031820 252455.7656250 55.6081657
1354.2045709 248943.3125000 55.2253342
1354.2059598 245751.3281250 54.8807068
1354.2073487 242835.6875000 54.5658340
1354.2087376 240030.5625000 54.2543144
1354.2101265 237598.5312500 53.9864235
1354.2115154 235452.8906250 53.7436867
1354.2129043 233288.9687500 53.5043182
1354.2142932 231418.0781250 53.2948341
1354.2156821 229635.8750000 53.0955620
1354.2170710 227770.5312500 52.8802109
1354.2184599 226084.3281250 52.6891899
1354.2198488 224366.5468750 52.4930534
1354.2212377 223049.2812500 52.3461227
1354.2226266 221758.4843750 52.2036324
1354.2240155 220583.5781250 52.0620384
1354.2254044 219626.3750000 51.9552765
1354.2267933 218922.4687500 51.8797188
1354.2281822 218312.7343750 51.8036003
1354.2295711 217970.9843750 51.7683792
1354.2309600 218028.2968750 51.7675323
1354.2323489 218466.0781250 51.8188972
1354.2337378 219733.8593750 51.9693031
1354.2351267 221756.9843750 52.2016335
1354.2365156 224766.6406250 52.5447769
1354.2379046 229060.9843750 53.0307198
1354.2392935 234777.5625000 53.6740761
1354.2406824 242740.3906250 54.5556679
1354.2420713 252954.2343750 55.6623993
1354.2434602 265521.8437500 56.9982414
1354.2448491 278151.2500000 58.3111801
1354.2462380 286939.7187500 59.2052765
1354.2476269 290984.9062500 59.6109238
1354.2490158 292209.2500000 59.7356224
1354.2504047 291722.7500000 59.6893425
1354.2517936 289034.8125000 59.4164085
1354.2531825 284468.7812500 58.9586983
1354.2545714 278357.0625000 58.3316879
1354.2559603 271631.2812500 57.6454964
1354.2573492 265003.7187500 56.9428253
1354.2587381 258788.5468750 56.2830009
1354.2601270 253219.6406250 55.6925011
1354.2615159 248108.1406250 55.1305695
1354.2629048 243421.1250000 54.6312904
1354.2642937 239598.8906250 54.2181625
1354.2656826 236493.3906250 53.8610191
1354.2670715 233847.7968750 53.5713005
1354.2684604 231538.9375000 53.3155556
1354.2698493 229224.4687500 53.0542946
1354.2712382 227170.5000000 52.8214836
1354.2726271 225154.3281250 52.5952873
1354.2740160 223169.0000000 52.3619156
1354.2754049 221457.3281250 52.1666412
1354.2767938 219879.9843750 51.9884834
1354.2781827 218569.2968750 51.8352280
1354.2795716 217528.0468750 51.7207642
1354.2809605 216779.9687500 51.6347389
1354.2823494 216283.1875000 51.5729904
1354.2837383 216182.3906250 51.5638962
1354.2851272 216373.8437500 51.5842476
1354.2865161 217383.8750000 51.7023354
1354.2879050 219279.7500000 51.9185753
1354.2892939 222245.2500000 52.2612076
1354.2906828 226635.3906250 52.7622452
1354.2920717 233330.7187500 53.5166473
1354.2934606 243165.6718750 54.6041374
1354.2948495 257890.2343750 56.1941910
1354.2962384 278175.2187500 58.3168106
1354.2976273 297826.6250000 60.3027496
1354.2990162 308132.9062500 61.3147888
1354.3004051 310707.0625000 61.5636559
1354.3017940 308844.9687500 61.3831635
1354.3031829 304291.4375000 60.9368935
1354.3045718 297648.8750000 60.2807045
1354.3059607 289488.2500000 59.4703255
1354.3073496 281040.0312500 58.6114693
1354.3087385 272951.2500000 57.7820396
1354.3101274 265777.2187500 57.0336533
1354.3115163 259359.7500000 56.3551407
1354.3129052 253526.4062500 55.7316132
1354.3142941 248137.7968750 55.1477928
1354.3156830 243230.6562500 54.6163597
1354.3170719 239687.7812500 54.2234306
1354.3184608 236405.0781250 53.8562546
1354.3198497 233771.0625000 53.5749969
1354.3212386 231428.1406250 53.3031693
1354.3226275 229298.5000000 53.0670738
1354.3240164 227537.2187500 52.8668785
1354.3254053 225734.0468750 52.6600838
1354.3267942 224111.5312500 52.4780388
1354.3281831 222715.2343750 52.3224564
1354.3295720 221606.1093750 52.1899376
1354.3309609 220447.1093750 52.0564995
1354.3323498 219559.6562500 51.9579124
1354.3337387 218934.7500000 51.8849030
1354.3351276 218535.5468750 51.8370667
1354.3365165 218426.3281250 51.8306389
1354.3379054 218722.5781250 51.8571777
1354.3392943 219399.5937500 51.9360580
1354.3406833 220566.1250000 52.0713425
1354.3420722 222291.4375000 52.2734604
1354.3434611 224846.7968750 52.5610313
1354.3448500 228161.1875000 52.9356918
1354.3462389 232793.8593750 53.4579697
1354.3476278 238994.9531250 54.1500473
1354.3490167 246902.5625000 55.0197296
1354.3504056 256049.9218750 56.0017815
1354.3517945 264446.9062500 56.8908691
1354.3531834 270971.8125000 57.5732155
1354.3545723 274431.2187500 57.9392815
1354.3559612 275902.8125000 58.0871735
1354.3573501 275314.4687500 58.0277863
1354.3587390 273569.5000000 57.8471031
1354.3601279 271032.2187500 57.5809822
1354.3615168 267887.6562500 57.2579651
1354.3629057 264190.9375000 56.8655701
1354.3642946 260149.5156250 56.4391022
1354.3656835 256167.3593750 56.0219650
1354.3670724 252485.6718750 55.6255188
1354.3684613 248824.2031250 55.2269478
1354.3698502 245397.2187500 54.8570328
1354.3712391 242280.0937500 54.5141983
1354.3726280 239587.8437500 54.2184067
1354.3740169 237080.2968750 53.9331703
1354.3754058 234631.1406250 53.6688385
1354.3767947 232558.1875000 53.4368324
1354.3781836 230549.8125000 53.2105789
1354.3795725 228729.4843750 52.9935722
1354.3809614 227057.8125000 52.8216782
1354.3823503 225572.6718750 52.6490326
1354.3837392 224008.2656250 52.4702034
1354.3851281 222952.5000000 52.3493080
1354.3865170 221854.7187500 52.2247467
1354.3879059 220862.5000000 52.1108932
1354.3892948 220085.0625000 52.0258369
1354.3906837 219441.1562500 51.9460754
1354.3920726 219109.2343750 51.9101677
1354.3934615 219059.2343750 51.9035225
1354.3948504 219541.4375000 51.9665947
1354.3962393 220281.9843750 52.0410042
1354.3976282 221563.8281250 52.1947136
1354.3990171 223366.5156250 52.3923073
1354.4004060 225662.4531250 52.6636658
1354.4017949 228642.9531250 52.9977989
1354.4031838 232484.3437500 53.4247055
1354.4045727 237704.5000000 54.0126038
1354.4059616 244344.8437500 54.7434044
1354.4073505 252051.1093750 55.5765800
1354.4087394 259912.7812500 56.4215393
1354.4101283 267372.6562500 57.1993141
1354.4115172 272733.4687500 57.7657280
1354.4129061 275596.8125000 58.0547256
1354.4142950 276415.9375000 58.1418266
1354.4156839 275722.7187500 58.0775833
1354.4170728 273956.6875000 57.8912430
1354.4184617 271328.9375000 57.6213493
1354.4198506 267597.9062500 57.2314682
1354.4212395 263086.5312500 56.7569160
1354.4226284 258552.8906250 56.2711945
1354.4240173 253996.6093750 55.7926521
1354.4254062 249600.1250000 55.3134193
1354.4267951 245598.8281250 54.8812103
1354.4281840 242163.6093750 54.5021286
1354.4295729 238942.4375000 54.1498032
1354.4309618 236307.8281250 53.8638115
1354.4323507 234063.7343750 53.6075821
1354.4337396 231983.9687500 53.3749580
1354.4351285 229979.3125000 53.1535492
1354.4365174 228174.4375000 52.9413147
1354.4379063 226479.6250000 52.7574120
1354.4392952 224753.0468750 52.5616531
1354.4406841 223181.6875000 52.3804207
1354.4420730 221666.3750000 52.2075958
1354.4434619 220353.9218750 52.0592079
1354.4448508 219202.2343750 51.9258385
1354.4462397 218264.0937500 51.8129463
1354.4476286 217611.7812500 51.7428207
1354.4490175 217331.2031250 51.7062683
1354.4504064 217300.9062500 51.7046127
1354.4517953 217579.1250000 51.7392387
1354.4531842 218552.4375000 51.8530884
1354.4545731 220349.7656250 52.0549126
1354.4559620 223276.5000000 52.3937836
1354.4573509 227773.1875000 52.9090118
1354.4587398 235073.7968750 53.7292671
1354.4601287 246013.0468750 54.9239349
1354.4615176 262298.4062500 56.6763115
1354.4629065 283355.8750000 58.8559837
1354.4642954 301029.8125000 60.6294212
1354.4656843 309177.2500000 61.4270973
1354.4670732 310736.7812500 61.5792732
1354.4684621 308405.9062500 61.3557968
1354.4698510 303534.8125000 60.8755875
1354.4712399 296153.3125000 60.1421204
1354.4726288 287401.2500000 59.2751694
1354.4740177 278390.6250000 58.3560982
1354.4754066 269776.9375000 57.4622002
1354.4767955 262398.8750000 56.6927452
1354.4781844 255690.1718750 55.9734306
1354.4795733 249776.3125000 55.3403664
1354.4809622 244338.0468750 54.7469978
1354.4823511 239866.2500000 54.2546082
1354.4837400 236403.8750000 53.8761787
1354.4851289 233530.0937500 53.5555458
1354.4865178 231213.8906250 53.2823143
1354.4879067 229147.5156250 53.0663376
1354.4892956 227121.2968750 52.8341904
1354.4906845 225238.9062500 52.6135330
1354.4920734 223532.8281250 52.4286957
1354.4934623 221935.3125000 52.2406158
1354.4948512 220566.6718750 52.0888100
1354.4962401 219343.3125000 51.9443283
1354.4976290 218499.5312500 51.8465309
1354.4990179 217740.9531250 51.7613640
1354.5004068 217214.5625000 51.6988678
1354.5017957 217217.3125000 51.6973267
1354.5031846 217210.4218750 51.6909714
1354.5045735 217969.9531250 51.7878761
1354.5059624 219295.8281250 51.9444237
1354.5073513 221610.4531250 52.2039032
1354.5087402 225057.5937500 52.5967255
1354.5101291 230036.5156250 53.1630402
1354.5115180 236962.9687500 53.9370155
1354.5129069 246839.5468750 55.0223656
1354.5142958 260455.4531250 56.4837532
1354.5156847 276060.1875000 58.1214371
1354.5170737 288178.0000000 59.3482552
1354.5184626 293943.9687500 59.9285698
1354.5198515 294923.9687500 60.0239868
1354.5212404 293043.0625000 59.8369827
1354.5226293 289537.1562500 59.4892960
1354.5240182 284604.8750000 58.9864197
1354.5254071 278784.5312500 58.3916245
1354.5267960 272443.6562500 57.7423553
1354.5281849 266289.5625000 57.1039276
1354.5295738 260742.5312500 56.5171013
1354.5309627 255553.8437500 55.9685402
1354.5323516 250769.0625000 55.4449844
1354.5337405 246520.9375000 54.9900398
1354.5351294 242730.3906250 54.5761681
1354.5365183 239580.1406250 54.2285538
1354.5379072 236807.6875000 53.9257584
1354.5392961 234416.2031250 53.6632309
1354.5406850 232212.0937500 53.4140625
1354.5420739 230220.9531250 53.1851807
1354.5434628 228442.2343750 52.9871788
1354.5448517 226707.4218750 52.7891846
1354.5462406 225338.1562500 52.6377144
1354.5476295 224052.7500000 52.4826393
1354.5490184 222876.4375000 52.3521767
1354.5504073 221949.6406250 52.2505226
1354.5517962 220962.2187500 52.1320076
1354.5531851 220395.2187500 52.0761528
1354.5545740 220006.6093750 52.0291481
1354.5559629 219713.6718750 51.9943275
1354.5573518 219762.7031250 51.9970894
1354.5587407 219891.2656250 52.0122986
1354.5601296 220577.6562500 52.0893250
1354.5615185 221507.7031250 52.1946106
1354.5629074 222923.9843750 52.3603859
1354.5642963 224770.7656250 52.5756264
1354.5656852 227524.0156250 52.8807564
1354.5670741 231137.7968750 53.2919617
1354.5684630 236034.3906250 53.8378563
1354.5698519 242229.8125000 54.5209770
1354.5712408 249303.3593750 55.2906380
1354.5726297 256269.5468750 56.0412254
1354.5740186 262312.3437500 56.6814499
1354.5754075 266880.9375000 57.1653099
1354.5767964 269528.5625000 57.4412994
1354.5781853 270235.1250000 57.5126610
1354.5795742 269743.7500000 57.4671059
1354.5809631 268288.4375000 57.3088150
1354.5823520 266032.5000000 57.0741081
1354.5837409 263163.5312500 56.7781143
1354.5851298 259711.6718750 56.4046898
1354.5865187 255983.7500000 56.0201683
1354.5879076 252284.8281250 55.6130714
1354.5892965 248615.2343750 55.2188454
1354.5906854 245015.2343750 54.8362312
1354.5920743 241985.7500000 54.4980583
1354.5934632 238910.0312500 54.1575623
1354.5948521 236338.9687500 53.8769951
1354.5962410 234013.8437500 53.6157150
1354.5976299 231866.1250000 53.3697662
1354.5990188 229947.3906250 53.1688080
