5260.61208 15.135 0.003 
5261.52711 15.145 0.003 
5262.62377 15.142 0.003 
5263.60456 15.132 0.003 
5265.52131 15.138 0.004 
5266.58619 15.135 0.004 
5267.59850 15.133 0.003 
5268.58219 15.133 0.004 
5269.55139 15.115 0.003 
5270.56855 15.139 0.003 
5271.56038 15.144 0.003 
5273.54931 15.143 0.003 
5274.58031 15.147 0.003 
5275.56377 15.145 0.003 
5276.55943 15.148 0.003 
5279.54784 15.142 0.004 
5280.54614 15.148 0.003 
5281.52305 15.142 0.003 
5282.54200 15.140 0.003 
5283.49365 15.143 0.004 
5286.52310 15.136 0.003 
5288.53977 15.138 0.003 
5291.53128 15.139 0.003 
5294.56308 15.145 0.003 
5295.48426 15.143 0.004 
5296.57425 15.142 0.004 
5298.55491 15.143 0.003 
5301.51503 15.135 0.003 
5306.51249 15.133 0.003 
5307.54054 15.131 0.003 
5310.54063 15.147 0.004 
5313.48974 15.155 0.004 
5314.50442 15.148 0.004 
5321.46662 15.128 0.004 
5323.48600 15.118 0.003 
5324.48514 15.119 0.004 
5326.49306 15.121 0.003 
5328.48606 15.123 0.003 
5337.48054 15.116 0.004 
5341.48053 15.132 0.004 
5430.90168 15.108 0.003 
5439.91101 15.103 0.003 
5445.84384 15.113 0.003 
5449.82877 15.115 0.003 
5453.88383 15.102 0.003 
5455.85740 15.100 0.003 
5457.90050 15.107 0.003 
5462.89661 15.112 0.003 
5465.85929 15.099 0.004 
5468.82605 15.099 0.003 
5470.79851 15.102 0.003 
5471.84886 15.114 0.003 
5473.77695 15.120 0.003 
5477.75274 15.119 0.003 
5478.79317 15.119 0.003 
5481.73239 15.114 0.003 
5482.78315 15.105 0.003 
5484.77724 15.110 0.003 
5485.78662 15.108 0.003 
5486.87200 15.105 0.003 
5487.86868 15.113 0.003 
5488.87760 15.112 0.003 
5490.72862 15.125 0.003 
5491.74911 15.128 0.003 
5492.77166 15.132 0.003 
5493.79399 15.139 0.003 
5494.83870 15.135 0.003 
5495.79588 15.136 0.003 
5496.79368 15.139 0.004 
5497.82386 15.140 0.003 
5499.73086 15.153 0.003 
5502.80103 15.150 0.003 
5503.75627 15.151 0.003 
5505.72593 15.145 0.003 
5506.74342 15.145 0.003 
5507.76156 15.145 0.003 
5509.66992 15.144 0.003 
5510.72585 15.145 0.003 
5511.70205 15.151 0.003 
5512.74509 15.155 0.003 
5513.71541 15.159 0.003 
5514.74796 15.166 0.003 
5515.66521 15.164 0.003 
5516.75077 15.172 0.003 
5517.66390 15.172 0.003 
5518.76029 15.173 0.004 
5519.68670 15.167 0.004 
5521.70358 15.173 0.003 
5522.72870 15.173 0.003 
5523.69339 15.176 0.003 
5524.70184 15.174 0.003 
5525.73492 15.174 0.003 
5526.68694 15.169 0.003 
5527.76769 15.164 0.003 
5528.70872 15.165 0.003 
