  1410.9048435      1.0469502      0.9540317
  1410.9062324     -0.3722858      0.9537350
  1410.9076213     -3.0333825      0.9527880
  1410.9090102     -6.0851033      0.9510336
  1410.9103992     -9.9178377      0.9496293
  1410.9117881    -12.1109359      0.9486305
  1410.9131770    -18.5828443      0.9460488
  1410.9145659    -19.8084681      0.9456545
  1410.9159548    -19.8772259      0.9456417
  1410.9173438    -17.5962607      0.9464486
  1410.9187327    -12.7510341      0.9485323
  1410.9201216     -8.1896898      0.9503005
  1410.9215105     -3.2762916      0.9523036
  1410.9228995     -4.0588292      0.9522111
  1410.9242884     -4.0643392      0.9521400
  1410.9256773     -7.1869866      0.9505819
  1410.9270662    -11.2645057      0.9488524
  1410.9284552    -13.7132916      0.9478098
  1410.9298441    -19.7401207      0.9456434
  1410.9312330    -22.6928372      0.9442954
  1410.9326219    -22.2379689      0.9445694
  1410.9340108    -21.3141056      0.9445346
  1410.9353998    -17.7761564      0.9464155
  1410.9367887    -14.4445979      0.9477293
  1410.9381776    -10.6326140      0.9493704
  1410.9395665     -8.4157172      0.9497719
  1410.9409555     -9.4862990      0.9501504
  1410.9423444     -9.7603923      0.9499125
  1410.9437333    -12.3783469      0.9485133
  1410.9451222    -15.4195166      0.9475155
  1410.9465112    -19.4205991      0.9457789
  1410.9479001    -19.4912913      0.9452882
  1410.9492890    -22.7169289      0.9441204
  1410.9506779    -22.6716179      0.9442022
  1410.9520668    -20.4251195      0.9452939
  1410.9534558    -17.6840691      0.9463409
  1410.9548447    -14.7301801      0.9478077
  1410.9562336    -12.4112897      0.9485497
  1410.9576225    -13.5552600      0.9478988
  1410.9590115    -13.7454137      0.9480285
  1410.9604004    -15.8938458      0.9470884
  1410.9631782    -20.9520867      0.9451146
  1410.9645672    -20.8187330      0.9445421
  1410.9659561    -23.8109574      0.9434527
  1410.9673450    -21.9411908      0.9443638
  1410.9687339    -20.3034891      0.9438134
  1410.9770675    -22.4180991      0.9433748
  1410.9812342    -33.4434970      0.9389787
  1410.9826232    -30.7271244      0.9405475
  1410.9840121    -34.2146629      0.9389801
  1410.9854010    -34.8098604      0.9394484
  1410.9867899    -34.4966696      0.9393259
  1410.9881789    -34.1622593      0.9395835
  1410.9895678    -35.8636777      0.9383312
  1410.9909567    -36.1718862      0.9385619
  1410.9923456    -42.7266790      0.9359780
  1410.9937345    -42.0264984      0.9358203
  1410.9951235    -48.7711519      0.9331605
  1410.9992902    -58.6570929      0.9277990
  1411.0034570    -61.4980268      0.9280608
  1411.0048459    -60.5120881      0.9280184
