   -11.7395325     -9.7513143      0.2485630
   -11.7187195    -10.3555325      0.2485087
   -11.6978455    -10.1888974      0.2485275
   -11.6770325    -10.6421813      0.2484237
   -11.6562195    -10.5314701      0.2484814
   -11.6353455    -10.5527554      0.2484507
   -11.6145325    -10.3493751      0.2485424
   -11.5937195    -11.0856040      0.2483611
   -11.5728455    -10.4864111      0.2484594
   -11.5520325    -10.5854351      0.2484755
   -11.5312195    -10.5371032      0.2485059
   -11.5103455    -10.2118566      0.2484964
   -11.4895325    -10.3483801      0.2484651
   -11.4687195    -10.4135828      0.2485730
   -11.4478455     -6.6002421      0.2489937
   -11.4270325     -8.0054126      0.2487753
   -11.4062195    -10.1561735      0.2485673
   -11.3853455     -6.7718951      0.2489803
   -11.3645325     -5.3925428      0.2492319
   -11.3437195     -3.1861460      0.2495178
   -11.3228455     -7.4044587      0.2488741
   -11.3020325     -6.9604047      0.2489824
   -11.2812195     -6.1733192      0.2490981
   -11.2603455     -5.6050302      0.2491117
   -11.2395325     -5.3154189      0.2492171
   -11.2187195     -6.2199195      0.2490355
   -11.1978455     -6.5366838      0.2490277
   -11.1770325     -7.7132675      0.2488163
   -11.1562195     -6.7039905      0.2489505
   -11.1353455     -7.5510264      0.2488729
   -11.1145325     -8.1840103      0.2487732
   -11.0937195     -6.8470034      0.2489306
   -11.0728455     -7.7101392      0.2489984
   -11.0520325     -7.6286976      0.2488486
   -11.0312195     -8.4554406      0.2487498
   -11.0103455     -7.7438696      0.2488482
   -10.9895325     -5.4404033      0.2491690
   -10.9687195     -8.2787260      0.2487903
   -10.9478455     -7.5231590      0.2488987
   -10.9270325     -7.9549584      0.2489293
   -10.9062195     -7.9035499      0.2487921
   -10.8853455     -7.8502545      0.2488497
   -10.8645325     -8.4135123      0.2487206
   -10.8437195     -8.6488869      0.2488349
   -10.8228455     -8.7640930      0.2487115
   -10.8020325     -9.6942047      0.2485567
   -10.7812195     -8.7934815      0.2486918
   -10.7603455     -9.5979701      0.2486111
   -10.7395325     -9.0822830      0.2486968
   -10.7187195     -9.9963006      0.2486104
   -10.6978455     -9.0986354      0.2486413
   -10.6770325     -8.9318785      0.2486731
   -10.6562195     -8.8260459      0.2486908
   -10.6353455     -8.7829413      0.2487136
   -10.6145325     -9.6058128      0.2485899
   -10.5937195     -7.7948970      0.2489919
   -10.5728455     -8.7909516      0.2487700
   -10.5520325     -8.6086744      0.2487018
   -10.5312195     -7.6645614      0.2488858
   -10.5103455     -8.6607937      0.2487093
   -10.4895325     -8.2686535      0.2487667
   -10.4687195     -7.6964084      0.2489432
   -10.4478455     -7.1990039      0.2489536
   -10.4270325     -7.1803096      0.2489126
   -10.4062195     -6.0712131      0.2490956
   -10.3853455     -6.1579021      0.2490498
   -10.3645325     -5.8080877      0.2491690
   -10.3437195     -5.2532979      0.2492703
   -10.3228455     -5.2412368      0.2491692
   -10.3020325     -4.2573762      0.2494341
   -10.2812195     -4.3414360      0.2493498
   -10.2603455     -3.1698083      0.2494435
   -10.2395325     -2.5753012      0.2495801
   -10.2187195     -3.1048651      0.2494974
   -10.1978455     -1.5788795      0.2497050
   -10.1770325     -1.8487751      0.2497211
   -10.1562195     -2.1452951      0.2495748
   -10.1353455     -2.1096587      0.2496546
   -10.1145325     -1.2186601      0.2497097
   -10.0937195     -1.6518469      0.2496492
   -10.0728455     -0.8841703      0.2497801
   -10.0520325     -1.4311450      0.2496869
   -10.0312195     -1.5898936      0.2496569
   -10.0103455     -1.9489546      0.2496004
    -9.9895325     -1.4169242      0.2497423
    -9.9687195     -1.7351903      0.2498123
    -9.9478455     -1.7490423      0.2496268
    -9.9270325     -2.0620482      0.2495874
    -9.9062195     -2.3304895      0.2495583
    -9.8853455     -2.9577805      0.2495963
    -9.8645325     -3.7616045      0.2493790
    -9.8437195     -2.8943469      0.2495068
    -9.8228455     -3.2835098      0.2494238
    -9.8020325     -4.1938106      0.2493448
    -9.7812195     -4.7614683      0.2492339
    -9.7603455     -5.1961914      0.2491926
    -9.7395325     -5.4166291      0.2492199
    -9.7187195     -5.7564866      0.2491094
    -9.6978455     -5.8910479      0.2491694
    -9.6770325     -5.5061610      0.2492447
    -9.6562195     -6.0455002      0.2490950
    -9.6353455     -6.6440558      0.2490226
    -9.6145325     -7.6026718      0.2488546
    -9.5937195     -6.2191672      0.2490876
    -9.5728455     -7.4419560      0.2488785
    -9.5520325     -7.5096137      0.2489083
    -9.5312195     -7.0659786      0.2489647
    -9.5103455     -7.5736722      0.2488677
    -9.4895325     -7.0842343      0.2489735
    -9.4687195     -7.4389500      0.2489310
    -9.4478455     -7.5595769      0.2488839
    -9.4270325     -7.6192538      0.2489739
    -9.4062195     -7.7316936      0.2488833
    -9.3853455     -7.3292853      0.2489950
    -9.3645325     -7.7700021      0.2488681
    -9.3437195     -8.1651257      0.2488358
    -9.3228455     -7.8677328      0.2488392
    -9.3020325     -7.7688752      0.2489072
    -9.2812195     -7.4994239      0.2489560
    -9.2603455     -7.3393990      0.2489150
    -9.2395325     -7.3513785      0.2489317
    -9.2187195     -6.8105357      0.2490233
    -9.1978455     -6.7916920      0.2489952
    -9.1770325     -7.1988419      0.2489472
    -9.1562195     -6.9072056      0.2489428
    -9.1353455     -6.0907633      0.2490846
    -9.1145325     -7.2616293      0.2489069
    -9.0937195     -6.9135121      0.2489284
    -9.0728455     -7.2934428      0.2489514
    -9.0520325     -6.8859395      0.2489412
    -9.0312195     -7.4618119      0.2489387
    -9.0103455     -7.1774649      0.2489910
    -8.9895325     -7.5610085      0.2488642
    -8.9687195     -7.8490047      0.2488370
    -8.9478455     -7.9046896      0.2488242
    -8.9270325     -7.6421572      0.2488779
    -8.9062195     -7.7965485      0.2488879
    -8.8853455     -8.7994018      0.2487358
    -8.8645325     -8.4928887      0.2488060
