ID F 1O 2O 3O 4O 5O
OGLE-LMC-CEP-2496 -1. 0.7402483 0.5972269 -1. -1. -1.
OGLE-LMC-CEP-2548 -1. 0.7300800 0.5890136 -1. -1. -1.
OGLE-LMC-CEP-2578 -1. 0.7278073 0.5865669 -1. -1. -1.
OGLE-LMC-CEP-2579 -1. 0.5410621 0.4368583 -1. -1. -1.
OGLE-LMC-CEP-2656 -1. 1.3530169 1.0805272 -1. -1. -1.
OGLE-LMC-CEP-2670 -1. 0.6688726 0.5388639 -1. -1. -1.
OGLE-LMC-CEP-2678 -1. 0.7377995 0.5945762 -1. -1. -1.
OGLE-LMC-CEP-2746 -1. 0.8078369 0.6502783 -1. -1. -1.
OGLE-LMC-CEP-2752 -1. 0.8335248 0.6713416 -1. -1. -1.
OGLE-LMC-CEP-2754 -1. 1.2542304 1.0050272 -1. -1. -1.
OGLE-LMC-CEP-2756 -1. 0.6110068 0.4912086 -1. -1. -1.
OGLE-LMC-CEP-2776 -1. 0.9357873 0.7528103 -1. -1. -1.
OGLE-LMC-CEP-2906 -1. 1.0117295 0.8128923 -1. -1. -1.
OGLE-LMC-CEP-2945 -1. 0.6370762 0.5136202 -1. -1. -1.
OGLE-LMC-CEP-2960 -1. 0.4163649 0.3349458 -1. -1. -1.
OGLE-LMC-CEP-2973 -1. 0.6055532 0.4869432 -1. -1. -1.
OGLE-LMC-CEP-2974 -1. 0.7343890 0.5925134 -1. -1. -1.
OGLE-LMC-CEP-2978 -1. 1.2360706 0.9889980 -1. -1. -1.
OGLE-LMC-CEP-2988 -1. 0.3662060 0.2946157 -1. -1. -1.
OGLE-LMC-CEP-3000 -1. 0.7056444 0.5682584 -1. -1. -1.
OGLE-LMC-CEP-3020 -1. 0.6863111 0.5515410 -1. -1. -1.
OGLE-LMC-CEP-3023 -1. 0.3981143 0.3206239 -1. -1. -1.
OGLE-LMC-CEP-3034 -1. 1.1832280 0.9467919 -1. -1. -1.
OGLE-LMC-CEP-3076 -1. 0.6517849 0.5253026 -1. -1. -1.
OGLE-LMC-CEP-3081 -1. 0.3365600 0.2701870 -1. -1. -1.
OGLE-LMC-CEP-3106 -1. 1.1196265 0.8965306 -1. -1. -1.
OGLE-LMC-CEP-3108 -1. 0.9600704 0.7723812 -1. -1. -1.
OGLE-LMC-CEP-3114 -1. 0.3304467 0.2652754 -1. -1. -1.
OGLE-LMC-CEP-3115 -1. 1.2383876 0.9943604 -1. -1. -1.
OGLE-LMC-CEP-3164 -1. 0.8597981 0.6921636 -1. -1. -1.
OGLE-LMC-CEP-3172 -1. 0.8715046 0.7010658 -1. -1. -1.
OGLE-LMC-CEP-3175 -1. 1.0151814 0.8144050 -1. -1. -1.
OGLE-LMC-CEP-3178 -1. 1.1793775 0.9443233 -1. -1. -1.
OGLE-LMC-CEP-3180 -1. 0.7416013 0.5964019 -1. -1. -1.
OGLE-LMC-CEP-3224 -1. 0.6406823 0.5163887 -1. -1. -1.
OGLE-LMC-CEP-3233 -1. 0.9636803 0.7752128 -1. -1. -1.
OGLE-LMC-CEP-3234 -1. 1.2517260 1.0087655 -1. -1. -1.
OGLE-LMC-CEP-3235 -1. 0.7463316 0.6019711 -1. -1. -1.
OGLE-LMC-CEP-3239 -1. 0.4449554 0.3575723 -1. -1. -1.
OGLE-LMC-CEP-3240 -1. 0.6589165 0.5319258 -1. -1. -1.
OGLE-LMC-CEP-3250 -1. 0.8139221 0.6544508 -1. -1. -1.
OGLE-LMC-CEP-3269 -1. 0.8907001 0.7169633 -1. -1. -1.
OGLE-LMC-CEP-3287 -1. 0.6529154 0.5272895 -1. -1. -1.
OGLE-LMC-CEP-3290 -1. 0.8934251 0.7191386 -1. -1. -1.
OGLE-LMC-CEP-3336 -1. 1.0889193 0.8735540 -1. -1. -1.
OGLE-LMC-CEP-3343 -1. 1.1504073 0.9220295 -1. -1. -1.
OGLE-LMC-CEP-3348 -1. 0.5311005 0.4284938 -1. -1. -1.
OGLE-LMC-CEP-3350 -1. 0.4762930 0.3826545 -1. -1. -1.
OGLE-LMC-CEP-3358 -1. 0.9062947 0.7299156 -1. -1. -1.
OGLE-LMC-CEP-3361 -1. 0.9129683 0.7341635 -1. -1. -1.
OGLE-LMC-CEP-3367 -1. 0.2204178 0.1773397 -1. -1. -1.
OGLE-LMC-CEP-3369 -1. 0.2318723 0.1866170 -1. -1. -1.
OGLE-LMC-CEP-3374 -1. 0.2222545 0.1788834 -1. -1. -1.
OGLE-SMC-CEP-0017 -1. 0.7705001 0.6205426 -1. -1. -1.
OGLE-SMC-CEP-0018 -1. 0.7121087 0.5740886 -1. -1. -1.
OGLE-SMC-CEP-0030 -1. 0.6530478 0.5274517 -1. -1. -1.
OGLE-SMC-CEP-0075 -1. 0.5429110 0.4390224 -1. -1. -1.
OGLE-SMC-CEP-0076 -1. 0.6275817 0.5067103 -1. -1. -1.
