   -14.2723000    -44.7642000      0.9015000
   -14.2710000    -46.8067000      0.9012000
   -14.2654000    -46.0551000      0.9011000
   -14.2640000    -48.0804000      0.9004000
   -14.2598000    -47.4826000      0.9008000
   -14.2585000    -45.3774000      0.9008000
   -14.2571000    -47.0159000      0.9003000
   -14.2557000    -45.0705000      0.9006000
   -14.2543000    -46.8991000      0.9004000
   -14.2501000    -39.4076000      0.9014000
   -14.2487000    -39.1044000      0.9015000
   -14.2473000    -38.7517000      0.9016000
   -14.2418000    -30.4045000      0.9029000
   -14.2404000    -30.5603000      0.9029000
   -14.2362000    -20.8115000      0.9048000
   -14.2348000    -17.1584000      0.9051000
   -14.2307000    -10.0114000      0.9068000
   -14.2293000     -5.9167000      0.9070000
   -14.2279000     -5.9883000      0.9071000
   -14.2265000     -1.8218000      0.9077000
   -14.2251000      1.8034000      0.9083000
   -14.2237000      3.8349000      0.9086000
   -14.2223000      8.0283000      0.9092000
   -14.2210000     11.3019000      0.9099000
   -14.2196000     14.8330000      0.9102000
   -14.2182000     17.0300000      0.9105000
   -14.2168000     21.0477000      0.9114000
   -14.2154000     22.7472000      0.9114000
   -14.2126000     26.4937000      0.9119000
   -14.2112000     29.8642000      0.9129000
   -14.2098000     33.2947000      0.9128000
   -14.2071000     38.1187000      0.9134000
   -14.2057000     38.6005000      0.9139000
   -14.2043000     42.7287000      0.9138000
   -14.2029000     44.8514000      0.9141000
   -14.2015000     41.1132000      0.9138000
   -14.2001000     47.9233000      0.9145000
   -14.1987000     48.5145000      0.9146000
   -14.1973000     50.0409000      0.9147000
   -14.1960000     50.3979000      0.9147000
   -14.1918000     50.5574000      0.9144000
   -14.1890000     54.8199000      0.9146000
   -14.1876000     53.5522000      0.9146000
   -14.1862000     55.1979000      0.9145000
   -14.1848000     54.5757000      0.9144000
   -14.1835000     55.6220000      0.9145000
   -14.1807000     52.7743000      0.9137000
   -14.1793000     52.8983000      0.9138000
   -14.1779000     51.2457000      0.9136000
   -14.1765000     49.3089000      0.9131000
   -14.1737000     45.5475000      0.9126000
   -14.1710000     41.5816000      0.9120000
   -14.1696000     41.5009000      0.9119000
   -14.1682000     38.2129000      0.9112000
   -14.1668000     36.3677000      0.9119000
   -14.1654000     35.2426000      0.9109000
   -14.1640000     32.9539000      0.9104000
   -14.1626000     31.1223000      0.9102000
   -14.1612000     28.6798000      0.9098000
   -14.1598000     24.9499000      0.9098000
   -14.1585000     21.5699000      0.9087000
   -14.1571000     19.2237000      0.9092000
   -14.1557000     16.6232000      0.9082000
   -14.1543000     13.8265000      0.9077000
   -14.1529000     13.8377000      0.9079000
   -14.1515000     10.1134000      0.9070000
   -14.1501000      9.4442000      0.9071000
   -14.1487000      7.3618000      0.9067000
   -14.1473000      5.0488000      0.9065000
   -14.1460000      2.1057000      0.9060000
